4690.694	82.8
40.0	69.78
77.318	85.86
40.0	69.54
40.0	68.4
40.0	68.28
40.0	70.44
40.0	69.54
40.0	286.8
3035.504	77.28
94.194	95.76
40.0	281.46
1076.962	98.34
40.0	107.46
248.63	111.78
560.68	189.96
40.0	168.72
252.5	180.36
40.0	237.0
236.394	144.66
40.0	171.66
40.0	104.52
142.764	146.46
40.0	264.06
596.432	102.3
40.0	141.48
40.0	144.12
40.0	74.46
1792.472	83.16
40.0	85.86
40.0	85.92
1178.708	88.98
352.196	143.88
40.0	197.58
40.0	199.02
372.796	74.64
3517.806	103.74
40.0	74.46
40.0	74.16
89.498	94.62
40.0	282.0
40.0	75.12
160.078	88.02
285.824	200.34
161.36	237.36
40.0	273.06
178.078	83.1
763.214	181.68
40.0	148.5
40.0	149.46
40.0	148.26
40.0	74.04
40.0	85.14
40.0	72.84
1161.99	71.88
4566.24	97.38
40.0	71.16
40.0	70.2
40.0	70.38
377.944	99.96
40.0	182.22
40.0	181.98
40.0	177.24
40.0	70.56
151.21	79.8
361.978	156.36
412.334	203.22
40.0	201.0
40.0	201.9
115.45	85.2
150.05	263.1
40.0	282.84
79.044	90.18
40.0	286.8
40.0	71.04
40.0	98.82
479.832	74.4
2800.95	86.22
98.128	101.88
40.0	277.5
40.0	76.56
3212.964	94.86
40.0	75.36
40.0	75.06
40.0	75.42
317.262	100.68
40.0	198.72
168.3	216.84
40.0	267.9
40.0	75.54
164.764	86.58
294.564	191.22
162.416	235.02
40.0	269.88
92.61	95.88
40.0	280.38
40.0	75.06
40.0	76.8
40.0	79.8
40.0	77.46
